epoch,train_loss,train_acc,val_loss,val_acc
1,0.5714695346752803,0.783375,0.3790938309033712,0.8613333333333333
2,0.3397312582532565,0.8748958333333333,0.3356148918469747,0.8734166666666666
3,0.30008755255738895,0.8883333333333333,0.31233440697193143,0.8856666666666667
4,0.27800932608048123,0.8984583333333334,0.2623746529817581,0.9043333333333333
5,0.25553031877676646,0.90575,0.27089180386066436,0.9039166666666667
6,0.23835844641923903,0.9130416666666666,0.27796860923369726,0.9068333333333334
7,0.22536651750405629,0.9174791666666666,0.2757261064052582,0.9039166666666667
8,0.21279744484027227,0.9206666666666666,0.25981027420361835,0.9125
9,0.20624976384888094,0.9245208333333333,0.2644101229508718,0.9081666666666667
10,0.19640376999974252,0.9279166666666666,0.26274953548113505,0.9084166666666667
