epoch,train_loss,train_acc,val_loss,val_acc
1,0.9634345796108246,0.6259583333333333,0.6664984812736511,0.7435833333333334
2,0.6261985847453276,0.7639583333333333,0.6037463672558466,0.7669166666666667
3,0.5412454476157824,0.7995625,0.4898613979021708,0.8225
4,0.4959633655647437,0.8188958333333334,0.4522566976149877,0.83475
5,0.46604420010745523,0.8299583333333334,0.4337687367598216,0.846
6,0.44296056257685024,0.8392916666666667,0.42772617340087893,0.84425
7,0.4251591363201539,0.844875,0.4141941952308019,0.8451666666666666
8,0.40662990004320937,0.8507291666666666,0.38310599251588184,0.8613333333333333
9,0.3901914278715849,0.8555416666666666,0.386504404147466,0.8606666666666667
10,0.37952887085080145,0.8613541666666666,0.36700442403554917,0.867
11,0.36848480238517123,0.8663333333333333,0.35707487243413927,0.8683333333333333
12,0.35808119841416675,0.8697083333333333,0.3524402232070764,0.8698333333333333
13,0.3524526185890039,0.8717708333333334,0.3520520243048668,0.8714166666666666
14,0.342430966903766,0.8747916666666666,0.3438162168860435,0.87225
15,0.33648982364684343,0.8775208333333333,0.3391565577983856,0.8769166666666667
16,0.3323276364381115,0.8789583333333333,0.34573493267099065,0.8749166666666667
17,0.32591170906275513,0.8819583333333333,0.3631948363582293,0.8695
18,0.3211102098027865,0.8824166666666666,0.3332959835628668,0.8811666666666667
19,0.31542475606749454,0.884875,0.33265086019039153,0.8805833333333334
20,0.31258744969964025,0.8855208333333333,0.3394124788244565,0.8755833333333334
